alcohol;sulphates;volatile acidity;citric acid;residual sugar;pH;quality
9.5;0.58;0.35;0.26;1.8;3.4;6
10.7;0.58;0.62;0.33;2.7;3.31;6
9.2;0.58;0.77;0.2;8.1;3.2;5
10.2;0.86;0.25;0.34;2.0;3.44;7
11.4;0.73;0.32;0.56;2.0;3.15;6
11.0;0.58;0.37;0.65;6.4;3.27;5
11.0;0.58;0.37;0.65;6.4;3.27;5
12.3;0.51;0.3;0.68;8.3;3.01;7
11.8;0.51;0.27;0.56;1.4;3.16;6
12.3;0.51;0.3;0.68;8.3;3.01;7
9.5;0.59;0.38;0.3;1.8;3.42;6
12.0;0.77;0.42;0.45;2.4;3.33;6
9.5;0.59;0.38;0.3;1.8;3.42;6
9.6;0.49;0.48;0.08;1.8;3.12;5
11.6;0.66;0.34;0.4;4.7;3.38;7
11.2;0.69;0.19;0.42;1.6;3.29;6
9.9;0.76;0.41;0.54;1.5;3.02;7
9.9;0.76;0.41;0.54;1.5;3.02;7
11.8;0.63;0.26;0.54;1.9;2.98;8
11.4;0.6;0.34;0.42;2.0;3.35;6
11.5;0.59;0.54;0.09;2.0;3.43;6
12.0;0.86;0.31;0.36;2.2;3.33;7
10.8;0.49;0.725;0.09;5.5;3.35;6
10.5;0.5;0.4;0.47;2.5;3.15;5
10.8;0.49;0.725;0.09;5.5;3.35;6
9.4;0.52;0.52;0.38;1.5;3.2;5
12.5;0.81;0.31;0.45;2.1;3.15;7
9.4;0.52;0.52;0.38;1.5;3.2;5
12.4;0.78;0.34;0.42;2.1;3.11;6
12.0;0.63;0.49;0.27;2.1;3.35;6
11.2;0.54;0.48;0.09;1.7;3.45;6
12.0;0.63;0.49;0.27;2.1;3.35;6
12.4;0.66;0.48;0.34;2.2;3.28;6
12.8;0.6;0.57;0.28;2.1;3.41;5
12.3;0.54;0.23;0.42;1.9;3.21;6
11.7;0.85;0.3;0.41;2.0;3.27;7
9.5;0.49;0.78;0.1;3.3;3.36;5
10.8;0.76;0.47;0.43;2.1;3.17;6
10.0;0.64;0.53;0.0;1.4;3.25;6
12.3;0.64;0.42;0.27;2.0;3.78;7
11.0;0.71;0.33;0.41;1.5;3.29;6
9.5;0.59;0.24;0.39;1.6;3.12;6
13.6;0.66;0.4;0.5;4.3;3.49;6
11.3;0.6;0.69;0.07;2.5;3.38;6
11.3;0.6;0.69;0.07;2.5;3.38;6
11.3;0.6;0.69;0.07;2.5;3.38;6
13.3;0.53;0.39;0.12;2.1;3.3;6
12.9;0.58;0.66;0.0;2.5;3.52;5
13.1;0.72;0.54;0.34;2.5;3.2;8
12.3;0.55;0.5;0.0;1.8;3.44;6
12.3;0.48;0.47;0.0;1.4;3.45;6
11.2;0.65;0.4;0.37;1.9;3.12;6
11.5;0.62;0.58;0.0;2.2;3.62;4
11.3;0.59;0.24;0.35;1.7;3.14;7
13.5;0.54;0.29;0.26;1.7;3.39;6
11.5;0.6;0.76;0.0;2.9;3.51;6
10.0;0.68;0.43;0.33;2.7;3.22;5
10.5;0.69;0.43;0.35;3.3;3.21;6
10.4;0.63;0.6;0.0;1.9;3.18;6
9.5;0.44;0.19;0.21;1.7;3.32;5
13.6;0.88;0.36;0.34;1.8;3.38;7
11.2;0.68;0.48;0.07;5.5;3.37;7
11.8;0.74;0.28;0.35;1.7;3.3;7
11.9;0.6;0.25;0.43;1.7;3.38;6
11.4;0.76;0.52;0.45;2.0;3.22;6
11.4;0.76;0.52;0.45;2.0;3.22;6
9.1;0.58;0.41;0.15;3.7;3.14;5
9.5;0.64;0.51;0.24;2.0;3.34;6
9.5;0.65;0.4;0.3;1.7;3.41;6
11.0;0.85;0.38;0.32;2.5;3.27;6
11.4;0.65;0.45;0.11;2.4;3.3;6
10.0;0.82;0.22;0.3;1.8;3.61;6
10.1;0.62;0.32;0.23;2.3;3.43;5
10.4;0.81;0.2;0.43;2.5;3.53;6
9.8;0.87;0.5;0.12;1.8;3.28;6
11.8;0.49;0.41;0.45;6.2;3.21;7
11.6;0.66;0.39;0.42;2.0;3.39;6
12.0;0.52;0.35;0.47;2.0;3.23;6
12.8;0.76;0.33;0.32;2.8;3.3;7
12.5;0.65;0.58;0.23;2.5;3.46;6
9.8;0.53;0.6;0.25;2.2;3.15;5
11.1;0.66;0.42;0.35;2.1;3.23;6
11.4;0.68;0.58;0.0;2.2;3.59;6
9.8;0.53;0.6;0.25;2.2;3.15;5
11.8;0.76;0.18;0.51;1.75;3.33;7
12.9;0.87;0.51;0.18;2.1;3.46;7
10.6;1.16;0.41;0.43;2.8;3.42;6
10.8;0.67;0.41;0.43;2.2;3.16;5
11.1;0.72;0.36;0.57;2.3;3.14;7
10.2;0.75;0.45;0.43;1.4;3.21;6
11.8;0.71;0.32;0.42;2.3;3.14;7
10.0;0.67;0.785;0.24;1.7;3.29;5
10.0;0.67;0.785;0.24;1.7;3.29;5
9.4;1.1;0.44;0.5;1.9;3.01;5
10.2;0.98;0.54;0.26;2.0;2.94;5
12.4;0.88;0.33;0.39;2.5;3.32;7
12.0;0.56;0.34;0.27;2.8;3.21;6
11.5;0.62;0.5;0.29;2.3;3.32;6
10.5;0.67;0.36;0.34;1.6;3.2;6
10.8;0.68;0.59;0.0;2.2;3.42;6
12.3;0.74;0.42;0.46;2.1;3.27;6
9.5;0.62;0.36;0.31;1.7;3.46;6
9.5;0.62;0.36;0.31;1.7;3.46;6
11.5;0.7;0.61;0.0;2.2;3.61;6
11.2;0.5;0.88;0.03;5.6;3.58;4
12.7;0.66;0.66;0.0;2.4;3.35;7
11.4;0.73;0.915;0.0;2.1;3.68;5
11.0;0.81;0.35;0.33;2.4;3.27;6
11.0;0.81;0.35;0.33;2.4;3.27;6
11.4;0.46;0.39;0.43;1.65;3.19;5
10.5;0.86;0.4;0.4;2.5;3.38;6
9.3;0.6;0.66;0.07;1.6;3.29;5
10.9;0.7;0.64;0.23;2.1;3.36;5
11.9;0.46;0.43;0.3;2.0;3.33;6
12.2;0.5;0.8;0.03;7.8;3.52;5
11.9;0.46;0.43;0.3;2.0;3.33;6
10.9;0.7;0.64;0.23;2.1;3.36;5
9.6;0.44;0.955;0.05;1.8;3.3;4
12.5;0.57;0.4;0.57;4.6;3.28;6
10.8;0.51;0.885;0.0;2.3;3.56;5
12.4;0.8;0.25;0.37;2.5;3.52;7
10.8;0.51;0.885;0.0;2.3;3.56;5
9.5;0.59;0.745;0.12;1.8;3.22;6
9.5;0.6;0.43;0.22;1.8;3.52;6
9.5;0.58;0.58;0.23;2.3;3.21;6
9.8;0.54;0.57;0.21;1.5;3.16;6
10.9;0.79;0.26;0.26;2.0;3.15;6
9.5;0.58;0.58;0.23;2.3;3.21;6
9.8;0.54;0.57;0.21;1.5;3.16;6
11.2;0.54;0.34;0.36;1.9;3.27;7
11.7;0.69;0.42;0.39;1.8;3.35;8
9.4;0.55;0.74;0.19;5.8;3.14;5
11.0;0.85;0.36;0.46;2.1;3.4;7
11.0;0.85;0.36;0.46;2.1;3.4;7
11.0;0.85;0.36;0.46;2.1;3.4;7
10.0;0.94;0.72;0.55;1.7;3.35;5
11.0;0.85;0.36;0.46;2.1;3.4;7
11.2;0.87;0.39;0.43;2.0;3.45;7
10.4;0.62;0.65;0.02;2.1;3.35;6
9.3;0.62;0.44;0.15;2.1;3.32;5
10.4;0.62;0.65;0.02;2.1;3.35;6
10.5;0.75;0.38;0.42;1.9;3.15;6
10.4;0.48;0.33;0.46;1.9;3.1;6
11.3;0.56;0.27;0.46;2.1;3.26;6
9.5;0.69;0.57;0.31;2.0;3.29;6
12.0;0.81;0.34;0.37;1.9;3.23;6
10.6;0.69;0.4;0.31;1.9;3.24;6
10.9;0.83;0.39;0.4;1.3;3.2;6
11.5;0.77;0.32;0.52;1.8;3.28;6
11.5;0.77;0.32;0.52;1.8;3.28;6
9.6;0.46;0.53;0.22;2.2;3.26;6
12.0;0.76;0.36;0.47;2.2;3.23;6
10.3;0.82;0.39;0.49;2.5;3.07;6
9.4;0.51;0.46;0.23;2.6;3.15;5
9.2;0.47;0.58;0.03;4.1;3.02;5
9.6;0.72;0.58;0.25;2.0;3.27;5
13.6;0.73;0.42;0.0;1.8;3.68;7
9.5;0.64;0.43;0.29;2.1;3.4;5
11.8;0.78;0.18;0.34;2.7;3.37;6
10.8;0.62;0.815;0.01;2.6;3.38;5
9.5;0.64;0.43;0.29;2.1;3.4;5
9.3;0.49;0.23;0.37;2.2;3.23;4
12.8;0.4;0.75;0.01;2.2;3.39;6
11.5;0.56;0.33;0.32;12.9;3.3;4
9.4;0.64;0.55;0.0;1.7;3.26;6
12.8;0.4;0.75;0.01;2.2;3.39;6
9.6;0.46;0.73;0.0;2.5;3.38;4
11.8;0.56;0.67;0.0;4.3;3.45;4
9.3;0.4;0.61;0.2;1.7;3.1;5
9.8;0.59;0.37;0.39;2.5;3.16;5
12.2;0.6;0.4;0.41;2.0;3.22;6
9.5;0.62;0.56;0.22;2.4;3.37;5
10.3;0.54;0.29;0.25;13.4;3.33;6
10.5;0.68;0.55;0.19;1.8;3.49;5
10.0;0.48;0.74;0.07;1.7;3.12;5
10.5;0.68;0.55;0.19;1.8;3.49;5
11.1;0.75;0.41;0.33;2.2;3.41;6
10.9;0.61;0.6;0.01;2.3;3.4;6
10.9;0.61;0.6;0.01;2.3;3.4;6
9.8;0.59;0.58;0.14;2.2;3.28;5
9.8;0.58;0.72;0.0;1.8;3.45;5
9.5;0.58;0.66;0.0;1.4;3.43;5
10.9;0.69;0.7;0.06;1.9;3.4;5
11.0;0.45;0.64;0.02;2.4;3.47;5
9.2;0.42;0.59;0.22;1.8;3.1;5
11.0;0.7;0.58;0.28;4.8;3.32;6
11.3;0.63;0.64;0.0;2.7;3.44;6
11.3;0.63;0.64;0.0;2.7;3.44;6
9.3;1.15;0.635;0.68;1.8;3.02;5
11.2;0.55;1.02;0.0;2.0;3.59;4
9.8;0.58;0.45;0.38;2.5;3.15;5
9.6;0.46;0.78;0.0;2.2;3.37;4
11.8;0.72;0.37;0.32;1.8;3.38;6
10.3;0.6;0.57;0.05;2.3;3.38;6
10.3;0.6;0.57;0.05;2.3;3.38;6
11.4;0.87;0.43;0.5;2.3;3.1;6
9.5;0.55;0.41;0.31;2.0;3.47;6
14.0;0.82;0.49;0.03;1.8;3.5;8
14.0;0.75;0.38;0.01;1.6;3.7;6
11.7;0.57;0.44;0.2;1.6;3.38;6
11.2;0.53;0.46;0.0;1.9;3.5;5
9.3;0.43;0.58;0.2;2.0;3.1;5
11.2;0.53;0.58;0.13;2.1;3.24;6
9.5;0.54;0.715;0.22;2.3;3.24;6
12.0;0.56;0.4;0.4;6.3;3.28;4
9.7;0.6;0.69;0.0;1.9;3.35;6
9.5;0.54;0.715;0.22;2.3;3.24;6
11.5;0.57;0.3;0.39;1.7;3.14;7
10.4;0.64;0.46;0.2;1.9;3.37;6
10.4;0.64;0.46;0.2;1.9;3.37;6
10.9;0.68;0.765;0.0;2.0;3.33;6
10.2;0.63;0.63;0.28;2.7;3.26;6
10.9;0.56;0.42;0.19;2.3;3.39;5
10.5;0.57;0.37;0.5;1.8;3.15;5
12.4;0.54;0.16;0.44;2.5;3.35;6
13.0;0.37;0.6;0.08;2.6;3.22;5
10.2;1.17;0.6;0.3;4.5;3.3;5
10.2;1.17;0.6;0.3;4.5;3.3;5
11.0;0.59;0.74;0.0;1.9;3.36;5
10.9;0.75;0.635;0.1;2.1;3.29;6
12.4;0.67;0.395;0.13;2.4;3.62;6
9.7;0.49;0.755;0.0;1.9;3.34;4
10.9;0.75;0.635;0.1;2.1;3.29;6
9.5;0.45;0.63;0.0;4.3;3.2;5
9.5;0.45;0.63;0.0;4.3;3.2;5
12.1;0.61;0.53;0.14;2.1;3.35;6
12.2;0.56;0.6;0.0;1.4;3.45;6
10.9;0.4;1.58;0.0;2.1;3.5;3
12.5;0.61;0.645;0.0;2.15;3.78;6
11.7;0.74;0.86;0.07;2.0;3.6;6
11.2;0.8;0.37;0.32;2.1;3.3;6
11.2;0.66;0.28;0.44;1.8;3.36;5
9.2;0.44;0.79;0.21;2.3;3.12;5
9.8;0.53;0.61;0.26;1.9;3.3;5
10.1;0.62;0.69;0.32;2.5;3.29;5
11.1;0.52;0.68;0.09;3.9;3.41;4
10.1;0.62;0.69;0.32;2.5;3.29;5
9.2;0.61;0.62;0.1;1.4;3.28;5
9.8;0.53;0.61;0.26;1.9;3.3;5
12.8;0.59;0.51;0.15;3.0;3.33;6
10.5;0.47;1.18;0.21;1.9;3.34;5
10.1;0.54;0.36;0.21;2.3;3.4;6
10.1;0.53;0.36;0.21;2.4;3.4;6
9.8;0.58;0.63;0.27;2.0;3.26;6
12.5;0.59;0.74;0.0;1.2;4.01;6
11.9;0.69;0.44;0.46;2.2;3.18;6
9.8;0.58;0.63;0.27;2.0;3.26;6
9.1;1.33;0.76;0.68;1.7;2.9;6
10.1;0.66;0.66;0.34;2.6;3.26;5
12.5;0.59;0.74;0.0;1.2;4.01;6
11.4;0.55;0.34;0.42;1.8;3.18;5
11.0;0.82;0.36;0.39;1.8;3.18;7
10.6;0.6;0.46;0.24;1.7;3.39;6
10.6;0.6;0.46;0.24;1.7;3.39;6
10.6;0.6;0.46;0.24;1.7;3.39;6
10.6;0.6;0.46;0.24;1.7;3.39;6
9.3;0.52;0.52;0.11;1.8;3.34;5
9.8;0.56;0.6;0.26;2.1;3.29;6
9.8;0.56;0.6;0.26;2.1;3.29;6
9.2;0.46;0.87;0.26;3.8;3.26;5
9.7;0.43;0.39;0.1;1.7;3.09;6
9.6;0.51;0.775;0.22;2.2;3.18;5
10.0;0.52;0.835;0.0;2.0;3.39;5
12.6;0.66;0.58;0.02;2.4;3.38;6
9.5;0.45;0.5;0.0;1.4;3.36;5
9.5;0.45;0.5;0.0;1.4;3.36;5
9.5;0.45;0.5;0.0;1.4;3.36;5
10.5;0.54;0.51;0.02;1.7;3.36;6
10.5;0.54;0.51;0.02;1.7;3.36;6
10.5;0.54;0.51;0.02;1.7;3.36;6
10.4;0.51;0.54;0.02;1.7;3.37;6
10.5;0.54;0.51;0.02;1.7;3.36;6
11.0;0.53;0.42;0.48;2.6;3.09;5
10.2;0.53;0.44;0.24;2.3;3.25;6
11.4;0.56;0.59;0.01;2.1;3.52;5
9.5;0.39;0.655;0.03;1.8;3.34;5
9.5;0.39;0.655;0.03;1.8;3.34;5
10.8;0.52;0.57;0.0;2.8;3.41;5
10.0;0.57;0.6;0.29;2.0;3.34;5
11.8;0.51;0.62;0.01;2.3;3.32;6
10.3;0.46;0.645;0.03;1.9;3.37;5
10.3;0.46;0.645;0.03;1.9;3.37;5
10.0;0.52;0.58;0.03;2.3;3.35;5
10.1;0.44;0.32;0.25;1.8;3.36;5
10.1;0.44;0.34;0.25;1.8;3.36;5
11.1;0.59;0.43;0.24;2.5;3.6;6
9.5;0.5;0.64;0.17;5.4;3.28;5
10.0333333333333;0.65;0.475;0.4;1.4;3.07;6
10.9;0.56;0.54;0.31;2.3;3.24;5
10.1;0.54;0.85;0.14;2.5;3.36;5
10.0333333333333;0.65;0.475;0.4;1.4;3.07;6
9.8;0.48;0.83;0.27;2.0;3.29;4
11.8;0.53;0.605;0.02;1.9;3.46;6
9.5;0.62;0.5;0.09;2.2;3.18;5
9.8;0.5;0.74;0.08;1.7;3.24;5
10.5;1.18;0.54;0.3;2.2;3.25;6
9.8;0.5;0.77;0.32;2.1;3.27;6
10.4;0.37;0.61;0.0;1.6;3.33;4
9.2;1.17;0.78;0.51;1.7;3.0;5
11.6;1.03;0.58;0.56;3.1;3.21;6
9.2;1.17;0.78;0.51;1.7;3.0;5
9.3;0.45;0.75;0.27;3.8;3.24;5
9.8;0.51;0.815;0.0;1.2;3.32;3
9.9;0.52;0.56;0.26;2.0;3.26;5
10.0;0.46;0.885;0.2;1.4;3.11;5
12.2;0.62;0.49;0.26;2.3;3.71;6
9.9;0.51;0.45;0.15;2.0;3.29;6
10.8;0.62;0.57;0.02;2.6;3.36;6
10.8;0.62;0.57;0.02;2.6;3.36;6
9.6;0.45;0.83;0.09;1.8;3.38;5
9.9;0.49;0.6;0.22;2.1;3.3;5
9.9;0.49;0.6;0.22;2.1;3.3;5
9.5;0.5;0.755;0.15;1.8;3.19;5
9.2;0.42;0.81;0.25;3.4;3.19;5
9.6;0.58;0.64;0.07;1.8;3.3;5
9.6;0.58;0.64;0.07;1.8;3.3;5
10.3;0.68;0.64;0.31;6.1;3.35;5
9.7;0.53;0.48;0.02;2.2;3.1;5
12.5;0.59;0.49;0.0;2.3;3.58;6
11.0;0.58;0.64;0.22;2.4;3.37;5
9.8;0.48;0.62;0.06;1.3;3.17;5
10.2;0.48;0.52;0.25;2.0;3.3;5
9.2;0.48;0.57;0.14;3.9;3.32;5
9.55;0.65;0.685;0.1;1.6;3.31;6
9.55;0.65;0.675;0.1;1.6;3.31;5
9.9;0.52;0.59;0.26;2.0;3.28;5
10.2;0.62;0.6;0.12;2.2;3.52;7
11.1;0.72;0.67;0.0;2.2;3.42;6
9.9;0.51;0.69;0.21;2.1;3.25;5
9.9;0.51;0.69;0.21;2.1;3.25;5
11.9;0.82;0.3;0.42;2.0;3.44;6
10.0;1.1;0.33;0.33;1.7;3.23;8
10.7;0.62;0.5;0.39;2.6;3.43;6
11.3;0.9;0.28;0.3;2.0;3.28;7
10.9;0.94;0.24;0.34;5.1;3.22;6
10.7;0.93;0.51;0.0;2.1;3.54;6
12.4;1.01;0.29;0.36;2.2;3.27;7
10.7;0.93;0.51;0.0;2.1;3.54;6
11.9;0.44;0.96;0.0;1.8;3.5;6
10.6;0.73;0.47;0.4;2.4;3.56;6
10.9;0.94;0.24;0.34;5.1;3.22;6
10.1;0.9;0.57;0.25;2.0;3.04;5
9.6;0.78;0.32;0.59;2.2;3.2;5
9.4;0.84;0.58;0.0;1.6;3.56;5
9.6;0.78;0.32;0.59;2.2;3.2;5
12.1;0.77;0.34;0.33;2.5;3.35;7
9.8;0.46;0.53;0.01;1.6;3.16;5
9.9;0.45;0.64;0.21;2.2;3.27;5
9.8;0.46;0.53;0.01;1.6;3.16;5
9.4;0.58;0.4;0.18;1.6;3.34;5
11.4;0.84;0.54;0.0;2.1;3.39;6
11.0;0.67;0.53;0.09;3.9;3.5;4
9.6;0.7;0.26;0.37;1.4;3.26;6
9.6;0.7;0.26;0.37;1.4;3.26;6
12.1;0.71;0.23;0.37;1.8;3.41;6
11.2;0.58;0.41;0.33;2.5;3.3;5
11.0;0.63;0.64;0.0;1.9;3.31;5
11.3;0.93;0.18;0.4;2.2;3.33;5
10.4;0.62;0.41;0.24;1.8;3.37;5
9.9;0.54;0.43;0.31;2.1;3.26;6
11.7;0.85;0.44;0.0;1.6;3.48;6
10.1;0.74;0.4;0.16;1.8;3.42;7
9.0;0.77;0.54;0.37;15.4;3.18;6
9.0;0.77;0.54;0.37;15.4;3.18;6
8.5;0.65;0.38;0.38;1.6;3.15;5
11.1;0.54;0.915;0.29;4.8;3.53;5
10.3;0.47;0.59;0.0;1.7;3.41;5
11.0666666666667;0.68;0.67;0.02;2.2;3.32;6
11.3;0.73;0.37;0.32;2.0;3.23;7
9.56666666666667;0.52;0.785;0.19;5.2;3.16;6
9.8;0.75;0.63;0.02;1.9;3.4;5
11.7;0.49;0.58;0.2;1.75;3.38;5
11.1;0.68;0.67;0.02;2.2;3.32;6
9.6;0.52;0.785;0.19;5.2;3.16;6
9.8;0.75;0.63;0.02;1.9;3.4;5
9.7;0.74;0.67;0.0;1.9;3.4;5
9.7;0.73;0.58;0.01;1.9;3.4;5
11.3;0.76;0.38;0.31;2.0;3.23;8
11.3;0.73;0.37;0.32;2.0;3.23;7
11.0;0.78;0.32;0.44;2.7;3.33;7
11.6;0.76;0.58;0.02;2.0;3.35;7
9.0;0.58;0.49;0.33;1.9;3.41;5
10.9;0.69;0.45;0.63;2.2;3.21;6
10.9;0.63;0.9;0.0;1.6;3.5;6
10.55;0.5;0.54;0.06;1.8;3.3;6
9.0;0.58;0.49;0.33;1.9;3.41;5
10.5;0.6;0.29;0.4;1.7;3.39;5
11.9;0.8;0.2;0.35;1.7;3.32;7
10.4;0.68;0.42;0.09;2.3;3.41;6
10.0;0.61;0.785;0.0;2.1;3.59;4
10.4;0.58;0.64;0.03;2.3;3.36;6
10.8;0.53;0.63;0.01;2.4;3.34;6
9.7;0.67;0.59;0.1;1.7;3.41;5
9.7;0.67;0.59;0.1;1.7;3.41;5
10.0;0.65;0.48;0.32;2.1;3.3;7
11.0;0.57;1.04;0.08;2.3;3.52;4
10.0;0.65;0.48;0.32;2.1;3.3;7
9.7;0.55;0.98;0.05;2.1;3.31;3
9.7;0.47;0.69;0.11;1.4;2.88;5
12.6;0.52;0.7;0.08;3.75;3.43;5
11.1;0.79;0.35;0.6;2.6;3.38;6
11.0;0.54;0.6;0.08;1.8;3.38;5
8.8;0.75;0.5;0.5;13.8;3.16;5
13.5666666666667;0.88;0.47;0.11;2.2;3.54;7
8.8;0.75;0.5;0.5;13.8;3.16;5
13.6;0.88;0.47;0.11;2.2;3.54;7
10.2;0.52;0.875;0.05;5.7;3.4;3
10.6;0.68;0.28;0.6;3.0;3.39;5
10.1;0.62;0.62;0.03;1.5;3.66;4
10.6;0.68;0.28;0.6;3.0;3.39;5
10.3;0.57;0.58;0.54;2.1;3.33;4
10.7;0.61;0.33;0.44;1.5;3.35;5
10.9;0.64;0.91;0.06;2.0;3.53;4
9.7;0.55;0.655;0.16;2.1;3.37;5
10.3;0.6;0.68;0.21;2.1;3.38;5
10.6;0.78;0.64;0.05;1.9;3.52;5
11.4;0.58;0.54;0.04;1.7;3.72;5
10.8;0.76;0.57;0.1;2.1;3.44;6
12.4;0.56;0.22;0.49;1.8;3.39;6
11.4;0.58;0.54;0.04;1.7;3.72;5
11.95;0.54;0.65;0.06;1.6;3.57;5
9.7;0.59;0.54;0.26;1.9;3.26;5
10.0;0.7;0.31;0.09;1.4;3.42;7
10.6;0.81;0.43;0.02;1.9;3.35;6
9.7;0.59;0.54;0.26;1.9;3.26;5
11.5;0.63;0.74;0.03;2.3;3.45;6
10.8;0.58;0.895;0.04;2.3;3.53;6
11.5;0.63;0.74;0.03;2.3;3.45;6
9.6;0.53;0.725;0.04;1.5;3.26;5
9.4;0.53;0.82;0.29;4.3;3.16;5
9.8;0.54;0.585;0.18;2.4;3.31;5
11.0;0.69;0.44;0.39;2.5;3.51;6
11.4;0.55;0.38;0.57;2.3;3.36;6
9.95;0.63;0.76;0.02;1.8;3.55;3
10.8;0.66;0.81;0.05;2.0;3.51;6
11.4;0.55;0.38;0.57;2.3;3.36;6
10.6;0.72;0.27;0.6;2.1;3.38;6
11.1;0.7;0.18;0.4;1.8;3.28;5
9.7;0.77;0.36;0.21;2.2;3.47;6
9.8;0.67;0.69;0.04;2.1;3.44;5
10.4;0.65;0.79;0.04;2.2;3.53;6
10.5;0.6;0.56;0.15;1.8;3.33;6
9.23333333333333;0.72;0.84;0.21;4.1;3.53;6
9.25;0.72;0.84;0.21;4.1;3.53;6
10.6;0.97;0.32;0.25;2.3;3.42;5
10.3;0.83;0.53;0.06;2.0;3.38;6
10.5;0.63;0.47;0.46;2.2;3.32;5
10.2;0.58;0.7;0.08;2.6;3.44;5
10.3;0.83;0.53;0.06;2.0;3.38;6
9.05;0.43;0.48;0.2;1.9;3.39;4
10.6;0.97;0.32;0.25;2.3;3.42;5
10.4;0.6;0.48;0.25;2.0;3.34;5
10.0;0.78;0.42;0.19;2.0;3.39;6
9.7;0.64;0.48;0.08;2.1;3.33;5
9.6;0.65;0.47;0.08;2.2;3.3;6
10.8;0.66;0.53;0.07;1.7;3.29;6
10.1;0.67;0.29;0.49;2.2;3.31;6
10.2;0.6;0.69;0.08;2.1;3.42;6
11.3;0.69;0.44;0.09;2.2;3.42;6
10.2;0.66;0.705;0.1;2.8;3.6;5
9.9;0.68;0.53;0.13;2.0;3.21;6
9.0;0.61;0.39;0.3;1.9;3.39;5
11.7;0.62;0.56;0.14;2.4;3.42;7
9.7;0.59;0.55;0.13;2.2;3.36;6
10.3;0.68;0.53;0.08;1.9;3.6;6
10.2;0.64;0.58;0.08;1.9;3.5;6
12.0;0.63;0.64;0.09;2.5;3.57;5
9.9;0.78;0.39;0.32;1.8;3.46;5
11.6;0.63;0.52;0.08;4.4;3.56;6
10.9;0.76;0.25;0.29;2.2;3.4;7
10.75;0.56;0.855;0.02;1.9;3.3;6
10.4;0.57;0.44;0.42;2.2;3.25;6
11.2;0.81;0.37;0.43;2.3;3.17;7
10.1;0.64;0.63;0.33;1.8;3.36;6
10.2;0.61;0.57;0.02;2.0;3.36;5
12.1;0.51;0.6;0.1;1.6;3.55;5
10.4;0.58;0.4;0.5;2.0;3.1;5
11.4;0.7;0.36;0.3;1.8;3.24;8
9.5;0.53;0.68;0.0;2.3;3.45;5
9.4;0.54;0.67;0.0;2.3;3.44;5
11.3;0.66;0.68;0.01;3.7;3.51;6
9.4;0.6;0.735;0.0;2.2;3.41;5
11.0;0.6;0.855;0.02;2.4;3.54;6
10.55;0.68;0.56;0.17;1.7;3.44;7
9.9;0.56;0.88;0.04;2.2;3.53;5
11.0;0.6;0.855;0.02;2.4;3.54;6
9.5;0.56;0.63;0.33;6.7;3.22;5
9.9;0.52;0.6;0.26;2.0;3.21;5
9.9;0.52;0.6;0.26;2.0;3.21;5
9.9;0.52;0.6;0.26;2.0;3.21;5
10.1;0.54;0.695;0.13;2.0;3.29;5
10.1;0.54;0.695;0.13;2.0;3.29;5
10.1;0.54;0.695;0.13;2.0;3.29;5
10.9;0.82;0.67;0.02;1.9;3.39;6
11.2;0.71;0.16;0.64;2.1;3.34;6
10.1;0.54;0.695;0.13;2.0;3.29;5
9.2;0.59;0.56;0.13;1.6;3.34;5
11.5;0.57;0.51;0.14;1.9;3.48;6
12.4;0.93;0.36;0.53;2.2;3.37;6
11.1;0.65;0.38;0.14;2.2;3.44;6
9.5;0.51;0.69;0.32;2.2;3.33;5
12.5;0.67;0.58;0.2;2.4;3.58;6
10.5;0.48;0.31;0.78;13.9;3.39;6
11.8;0.64;0.52;0.4;2.2;3.26;6
10.8;0.78;0.3;0.63;1.6;3.3;6
11.9;0.6;0.7;0.15;5.1;3.54;6
11.3;0.67;0.67;0.15;1.8;3.42;6
11.3;0.6;0.56;0.09;1.7;3.54;5
11.9;0.6;0.35;0.33;2.4;3.36;6
11.3;0.6;0.56;0.09;1.7;3.54;5
11.9;0.5;0.715;0.1;2.6;3.57;5
9.8;0.62;0.46;0.29;2.1;3.33;5
11.6;0.8;0.32;0.44;2.4;3.29;7
11.5;0.84;0.39;0.44;2.6;3.3;6
11.4;0.85;0.31;0.41;2.4;3.34;6
10.9;0.66;0.61;0.11;1.8;3.55;6
12.8;0.78;0.66;0.33;2.5;3.27;6
9.2;0.54;0.725;0.2;7.8;3.29;5
11.6;0.82;0.55;0.15;1.8;3.32;6
11.6;0.56;0.74;0.09;1.7;3.67;6
11.0;0.75;0.51;0.13;2.3;3.42;6
9.5;0.82;0.62;0.08;1.9;3.42;6
10.5;0.58;0.6;0.08;2.0;3.45;5
11.2;0.76;0.55;0.1;2.2;3.52;6
11.0;0.75;0.51;0.13;2.3;3.42;6
10.2;0.71;0.645;0.12;2.0;3.57;5
11.0;0.66;0.31;0.47;3.6;3.39;6
